,Map,Pokemon,DexID,Morning,Day,Night,MinLvl,MaxLvl,Item,Member,Tier,Type,Path
258,Mt. Coronet B1F,Meditite,307,1,1,1,33,38,,0,Rare,Land,sprites/meditite.png
259,Mt. Coronet Center,Meditite,307,1,1,1,13,17,,0,Rare,Land,sprites/meditite.png
260,Mt. Coronet South,Meditite,307,1,1,1,17,21,,0,Rare,Land,sprites/meditite.png
261,Mt. Pyre Exterior,Meditite,307,1,1,1,24,27,,0,Rare,Land,sprites/meditite.png
262,Mt. Pyre Summit,Meditite,307,1,1,1,27,32,,0,Rare,Land,sprites/meditite.png
263,Pola Tai Lagoon,Meditite,307,1,1,1,35,39,,0,Rare,Land,sprites/meditite.png
264,Route 210 North,Meditite,307,1,1,1,25,29,,0,Rare,Land,sprites/meditite.png
265,Route 211,Meditite,307,1,1,1,13,17,,0,Rare,Land,sprites/meditite.png
266,Victory Road Hoenn B1F,Meditite,307,1,0,0,42,48,,0,Rare,Land,sprites/meditite.png
267,Acuity Lakefront,Sneasel,215,1,1,1,35,39,Razor Claw,0,Uncommon,Land,sprites/sneasel.png
268,Bittersweet Cave 1F,Sneasel,215,1,1,1,20,24,Razor Claw,0,Uncommon,Land,sprites/sneasel.png
269,Bittersweet Cave 2F,Sneasel,215,1,1,1,20,24,Razor Claw,0,Uncommon,Land,sprites/sneasel.png
270,Bittersweet Cave 3F,Sneasel,215,1,1,1,20,24,Razor Claw,0,Uncommon,Land,sprites/sneasel.png
271,Dragon Neck,Sneasel,215,1,1,1,30,35,Razor Claw,0,Uncommon,Land,sprites/sneasel.png
272,Dragons Den Entrance,Sneasel,215,1,1,1,46,50,,0,Rare,Land,sprites/sneasel.png
273,Dragons Neck,Sneasel,215,1,1,1,30,35,Razor Claw,0,Uncommon,Land,sprites/sneasel.png
274,Enyor Island Forest,Sneasel,215,1,1,1,28,34,,0,Rare,Land,sprites/sneasel.png
275,Frozen Cave B2F,Sneasel,215,1,1,1,25,31,Razor Claw,0,Uncommon,Land,sprites/sneasel.png
276,Ice Path B2F,Sneasel,215,1,1,1,38,42,Razor Claw,0,Uncommon,Land,sprites/sneasel.png
277,Ice Path B3F,Sneasel,215,1,1,1,38,42,Razor Claw,0,Uncommon,Land,sprites/sneasel.png
278,Icefall Cave 1F,Sneasel,215,1,1,1,30,34,Razor Claw,1,Rare,Land,sprites/sneasel.png
279,Icefall Cave B1F,Sneasel,215,1,1,1,30,34,Razor Claw,0,Rare,Land,sprites/sneasel.png
280,Lake Acuity,Sneasel,215,1,1,1,35,41,,0,Rare,Land,sprites/sneasel.png
281,Mountain Area Dungeon,Sneasel,215,1,1,1,25,31,,0,Rare,Land,sprites/sneasel.png
282,Mt. Silver Exterior,Sneasel,215,0,0,1,38,38,Razor Claw,0,Rare,Land,sprites/sneasel.png
283,Mt. Silver Upper Mountainside,Sneasel,215,1,0,1,52,55,Razor Claw,0,Rare,Land,sprites/sneasel.png
284,Polar City North Gate,Sneasel,215,1,1,1,25,31,Razor Claw,0,Uncommon,Land,sprites/sneasel.png
285,Route 216,Sneasel,215,1,1,1,33,37,,0,Rare,Land,sprites/sneasel.png
286,Route 217,Sneasel,215,1,1,1,35,39,,0,Rare,Land,sprites/sneasel.png
287,Route 28,Sneasel,215,0,0,1,33,37,Razor Claw,0,Rare,Land,sprites/sneasel.png
288,Safari Johto Snow Zone,Sneasel,215,1,1,1,22,26,Razor Claw,0,Uncommon,Land,sprites/sneasel.png
289,Snowpoint Temple 1F,Sneasel,215,1,1,1,50,54,,0,Rare,Land,sprites/sneasel.png
290,Snowpoint Temple B1F,Sneasel,215,1,1,1,50,54,,0,Rare,Land,sprites/sneasel.png
291,Snowpoint Temple B2F,Sneasel,215,1,1,1,50,54,,0,Rare,Land,sprites/sneasel.png
292,Snowpoint Temple B3F,Sneasel,215,1,1,1,50,54,,0,Rare,Land,sprites/sneasel.png
293,Snowpoint Temple B4F,Sneasel,215,1,1,1,50,54,,0,Rare,Land,sprites/sneasel.png
294,Snowpoint Temple B5F,Sneasel,215,1,1,1,50,54,,0,Rare,Land,sprites/sneasel.png
295,Unison Mountain East Summit,Sneasel,215,1,1,1,20,24,Razor Claw,0,Uncommon,Land,sprites/sneasel.png
296,Unknown Place,Sneasel,215,1,1,1,30,32,Razor Claw,0,Uncommon,Land,sprites/sneasel.png
297,Wastelands,Sneasel,215,1,1,1,25,31,,0,Rare,Land,sprites/sneasel.png
298,Acuity Lakefront,Snorunt,361,1,1,1,35,39,Babiri Berry,0,Uncommon,Land,sprites/snorunt.png
299,Burring Strait,Snorunt,361,1,1,1,25,31,,0,Uncommon,Land,sprites/snorunt.png
300,Enyor Island Forest,Snorunt,361,1,1,1,28,34,,0,Uncommon,Land,sprites/snorunt.png
301,Evergreen Island Crystal Cave,Snorunt,361,1,1,1,23,27,Babiri Berry,0,Uncommon,Land,sprites/snorunt.png
302,Evergreen Island Frozen Cave,Snorunt,361,1,1,1,25,31,Babiri Berry,0,Uncommon,Land,sprites/snorunt.png
303,Lake Acuity,Snorunt,361,1,1,1,35,41,,0,Uncommon,Land,sprites/snorunt.png
304,Low Tide Entrance Room,Snorunt,361,1,1,1,30,38,Dawn Stone,0,Uncommon,Land,sprites/snorunt.png
305,Low Tide Ice Room,Snorunt,361,1,1,1,30,38,Dawn Stone,0,Uncommon,Land,sprites/snorunt.png
306,Mountain Area Dungeon,Snorunt,361,1,1,1,25,31,,0,Uncommon,Land,sprites/snorunt.png
307,Oakwood Cavern 1F,Snorunt,361,1,1,1,25,31,Babiri Berry,0,Uncommon,Land,sprites/snorunt.png
308,Oakwood Cavern 2F,Snorunt,361,1,1,1,25,31,Babiri Berry,0,Uncommon,Land,sprites/snorunt.png
309,Polar City,Snorunt,361,1,1,1,25,31,Babiri Berry,0,Uncommon,Land,sprites/snorunt.png
310,Polar Path,Snorunt,361,1,1,1,25,31,,0,Uncommon,Land,sprites/snorunt.png
311,Route 216,Snorunt,361,1,1,1,33,37,,0,Uncommon,Land,sprites/snorunt.png
312,Route 217,Snorunt,361,1,1,1,35,39,,0,Uncommon,Land,sprites/snorunt.png
313,Safari Johto Snow Zone,Snorunt,361,1,1,1,22,26,Babiri Berry,0,Uncommon,Land,sprites/snorunt.png
314,Seafoam B3F,Snorunt,361,1,1,1,40,44,Babiri Berry,1,Uncommon,Land,sprites/snorunt.png
315,Seafoam B4F,Snorunt,361,1,1,1,40,44,Babiri Berry,1,Uncommon,Land,sprites/snorunt.png
316,Snowpoint Temple B4F,Snorunt,361,1,1,1,13,17,,0,Uncommon,Land,sprites/snorunt.png
317,Whoville Woods,Snorunt,361,1,1,1,15,20,Babiri Berry,0,Uncommon,Land,sprites/snorunt.png
318,Acuity Lakefront,Snover,459,1,1,1,35,35,Icy Rock,1,Rare,Land,sprites/snover.png
319,Enyor Island Forest,Snover,459,1,1,1,28,34,,0,Rare,Land,sprites/snover.png
320,Lake Acuity,Snover,459,1,1,0,31,35,,0,Rare,Land,sprites/snover.png
321,Mt. Coronet Summit,Snover,459,1,1,1,32,35,,1,Rare,Land,sprites/snover.png
322,Mt. Crumpit Summit,Snover,459,1,1,1,15,19,Icy Rock,0,Rare,Land,sprites/snover.png
323,Route 216,Snover,459,1,1,1,31,35,,1,Rare,Land,sprites/snover.png
324,Route 217,Snover,459,1,1,1,31,35,,1,Rare,Land,sprites/snover.png
325,Safari Johto Snow Zone,Snover,459,1,1,1,22,26,Icy Rock,0,Rare,Land,sprites/snover.png
326,Wastelands,Snover,459,1,1,1,25,31,,0,Rare,Land,sprites/snover.png
327,Acuity Lakefront,Teddiursa,216,1,1,1,35,39,Sitrus Berry,0,Common,Land,sprites/teddiursa.png
328,Altering Cave,Teddiursa,216,1,1,1,25,25,,0,Common,Land,sprites/teddiursa.png
329,Bittersweet Cave 3F,Teddiursa,216,1,1,1,20,24,Sitrus Berry,0,Common,Land,sprites/teddiursa.png
330,Cryofrost Brink,Teddiursa,216,1,1,1,25,31,Sitrus Berry,0,Common,Land,sprites/teddiursa.png
331,Cryofrost Path,Teddiursa,216,1,1,1,25,31,Sitrus Berry,0,Common,Land,sprites/teddiursa.png
332,Dragons Den B1F,Teddiursa,216,1,1,1,50,54,,0,Common,Land,sprites/teddiursa.png
333,Dragonspiral Tower 1F,Teddiursa,216,1,1,1,25,31,,0,Common,Land,sprites/teddiursa.png
334,Dragonspiral Tower 2F,Teddiursa,216,1,1,1,25,31,,0,Uncommon,Land,sprites/teddiursa.png
335,Dragonspiral Tower 5F,Teddiursa,216,1,1,1,25,31,,0,Common,Land,sprites/teddiursa.png
336,Evergreen Island Valley,Teddiursa,216,1,1,1,15,17,Sitrus Berry,0,Common,Land,sprites/teddiursa.png
337,Evergreen Island Valley Path,Teddiursa,216,1,1,1,24,30,Sitrus Berry,0,Common,Land,sprites/teddiursa.png
338,Flake Path,Teddiursa,216,1,1,1,22,24,Sitrus Berry,0,Common,Land,sprites/teddiursa.png
339,Forest Pit,Teddiursa,216,1,1,1,26,30,,0,Common,Land,sprites/teddiursa.png
340,Hoenn Safari Zone Area 4,Teddiursa,216,1,1,1,28,32,,0,Common,Land,sprites/teddiursa.png
341,Howling Woods,Teddiursa,216,1,1,1,20,22,Sitrus Berry,0,Common,Land,sprites/teddiursa.png
342,Mt Silver 4F,Teddiursa,216,1,1,1,47,51,Oran Berry,0,Common,Land,sprites/teddiursa.png
343,Mt Silver 5F,Teddiursa,216,1,1,1,50,54,Oran Berry,0,Common,Land,sprites/teddiursa.png
344,Mt. Crumpit,Teddiursa,216,1,1,1,25,31,Sitrus Berry,0,Common,Land,sprites/teddiursa.png
345,Mt. Crumpit Summit,Teddiursa,216,1,1,1,15,19,Sitrus Berry,0,Common,Land,sprites/teddiursa.png
346,Mt. Silver Expert Belt,Teddiursa,216,1,1,1,50,54,Oran Berry,0,Common,Land,sprites/teddiursa.png
347,Mt. Silver Lower Mountainside,Teddiursa,216,1,1,1,48,52,Oran Berry,0,Common,Land,sprites/teddiursa.png
348,Mt. Silver Upper Mountainside,Teddiursa,216,1,1,1,52,55,Sitrus Berry,0,Common,Land,sprites/teddiursa.png
349,Oakwood Cavern 1F,Teddiursa,216,1,1,1,25,31,Sitrus Berry,0,Common,Land,sprites/teddiursa.png
350,Polar City,Teddiursa,216,1,1,1,25,31,Sitrus Berry,0,Common,Land,sprites/teddiursa.png
351,Polar Path,Teddiursa,216,1,1,1,25,31,Sitrus Berry,0,Common,Land,sprites/teddiursa.png
352,Rock Tunnel 1,Teddiursa,216,1,0,1,28,29,Sitrus Berry,0,Common,Land,sprites/teddiursa.png
353,Rock Tunnel 2,Teddiursa,216,1,1,1,28,30,Sitrus Berry,0,Common,Land,sprites/teddiursa.png
354,Route 216,Teddiursa,216,1,1,1,33,37,,0,Uncommon,Land,sprites/teddiursa.png
355,Route 216,Teddiursa,216,1,1,1,33,37,,0,Uncommon,Land,sprites/teddiursa.png
356,Trainers Valley,Teddiursa,216,1,1,0,30,32,Sitrus Berry,0,Common,Land,sprites/teddiursa.png
357,Unison Mountain 1F,Teddiursa,216,1,1,1,20,24,Sitrus Berry,0,Common,Land,sprites/teddiursa.png
358,Acuity Lakefront,Ursaring,217,1,1,1,35,39,Sitrus Berry,0,Common,Land,sprites/ursaring.png
359,Bittersweet Cave 4F,Ursaring,217,1,1,1,20,24,Sitrus Berry,0,Common,Land,sprites/ursaring.png
360,Dragonspiral Tower 3F,Ursaring,217,1,1,1,25,31,,0,Uncommon,Land,sprites/ursaring.png
361,Forest Pit,Ursaring,217,1,1,1,26,30,Flame Orb,0,Uncommon,Land,sprites/ursaring.png
362,Mt Silver 4F,Ursaring,217,0,1,0,48,52,Sitrus Berry,0,Uncommon,Land,sprites/ursaring.png
363,Mt Silver 5F,Ursaring,217,0,1,0,52,56,Sitrus Berry,0,Uncommon,Land,sprites/ursaring.png
364,Mt. Silver 1F,Ursaring,217,0,1,0,47,50,Sitrus Berry,0,Uncommon,Land,sprites/ursaring.png
365,Mt. Silver Expert Belt,Ursaring,217,1,1,1,50,54,Sitrus Berry,0,Uncommon,Land,sprites/ursaring.png
366,Mt. Silver Exterior,Ursaring,217,0,1,0,32,40,Sitrus Berry,0,Uncommon,Land,sprites/ursaring.png
367,Mt. Silver Lower Mountainside,Ursaring,217,1,1,1,48,52,Sitrus Berry,0,Uncommon,Land,sprites/ursaring.png
368,Mt. Silver Moltres Chamber,Ursaring,217,1,1,1,45,52,Sitrus Berry,0,Uncommon,Land,sprites/ursaring.png
369,Mt. Silver Upper Mountainside,Ursaring,217,1,1,1,52,55,Sitrus Berry,0,Common,Land,sprites/ursaring.png
370,Route 28,Ursaring,217,0,1,0,33,37,Sitrus Berry,0,Uncommon,Land,sprites/ursaring.png
371,Route 45,Ursaring,217,1,1,1,44,47,,0,Uncommon,Land,sprites/ursaring.png
372,Safari Johto Snow Zone,Ursaring,217,1,1,1,22,26,Sitrus Berry,0,Common,Land,sprites/ursaring.png
373,Suzuka Cave B1F,Ursaring,217,1,1,1,21,25,,0,Common,Land,sprites/ursaring.png
374,Victory Road Kanto 3F,Ursaring,217,1,1,1,53,57,Sitrus Berry,0,Common,Land,sprites/ursaring.png
375,Acuity Lakefront,Zubat,41,1,1,1,35,39,,0,Common,Land,sprites/zubat.png
376,Altering Cave,Zubat,41,1,1,1,12,25,,0,Common,Land,sprites/zubat.png
377,Burned Tower Floor 2,Zubat,41,0,0,1,16,20,,0,Common,Land,sprites/zubat.png
378,Burned Tower Top Floor,Zubat,41,0,0,1,16,20,,0,Common,Land,sprites/zubat.png
379,Cave Of Justice,Zubat,41,1,1,1,26,30,,0,Common,Land,sprites/zubat.png
380,Crater Town Tunnel,Zubat,41,1,1,1,26,30,,0,Common,Land,sprites/zubat.png
381,Dark Cave South,Zubat,41,1,1,1,5,7,,0,Common,Land,sprites/zubat.png
382,Desert Cave,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
383,Diamond Empire Ballroom,Zubat,41,1,1,1,22,31,,0,Common,Land,sprites/zubat.png
384,Diamond Empire East Wing,Zubat,41,1,1,1,22,31,,0,Common,Land,sprites/zubat.png
385,Digletts Cave Entrance 2,Zubat,41,1,1,1,22,25,,0,Common,Land,sprites/zubat.png
386,Dragonspiral Tower 1F,Zubat,41,1,1,1,25,31,,0,Common,Land,sprites/zubat.png
387,Dragonspiral Tower 3F,Zubat,41,1,1,1,25,31,,0,Common,Land,sprites/zubat.png
388,Dragonspiral Tower 5F,Zubat,41,1,1,1,25,31,,0,Common,Land,sprites/zubat.png
389,Frozen Cave B1F,Zubat,41,1,1,1,25,31,,0,Common,Land,sprites/zubat.png
390,Frozen Cave Entrance,Zubat,41,1,1,1,25,31,,0,Common,Land,sprites/zubat.png
391,Granite Cave 1F,Zubat,41,1,1,1,9,13,,0,Common,Land,sprites/zubat.png
392,Granite Cave 1F2,Zubat,41,1,1,1,12,14,,0,Common,Land,sprites/zubat.png
393,Granite Cave B1F,Zubat,41,1,1,1,12,14,,0,Common,Land,sprites/zubat.png
394,Granite Cave B2F,Zubat,41,1,1,1,12,14,,0,Common,Land,sprites/zubat.png
395,Ice Path 1F,Zubat,41,1,1,1,38,42,,0,Common,Land,sprites/zubat.png
396,Ice Path B1F,Zubat,41,1,1,1,38,42,,0,Common,Land,sprites/zubat.png
397,Ice Path B2F,Zubat,41,1,1,1,38,42,Never-Melt Ice,0,Common,Land,sprites/zubat.png
398,Ice Path B3F,Zubat,41,1,1,1,38,42,,0,Common,Land,sprites/zubat.png
399,Icefall Back Cave,Zubat,41,1,1,1,41,45,,0,Common,Land,sprites/zubat.png
400,Icefall Cave 1F,Zubat,41,1,1,1,30,34,,0,Common,Land,sprites/zubat.png
401,Icefall Cave B1F,Zubat,41,1,1,1,30,34,,0,Common,Land,sprites/zubat.png
402,Icefall Cave Entrance,Zubat,41,1,1,1,43,49,,0,Common,Land,sprites/zubat.png
403,Iron Island B1F L,Zubat,41,1,1,1,32,36,,0,Common,Land,sprites/zubat.png
404,Iron Island B1F R,Zubat,41,1,1,1,32,36,,0,Common,Land,sprites/zubat.png
405,Iron Island B2F L,Zubat,41,1,1,1,32,36,,0,Common,Land,sprites/zubat.png
406,Iron Island Exit Room,Zubat,41,1,1,1,32,36,,0,Common,Land,sprites/zubat.png
407,Kalijodo Cave B2F,Zubat,41,1,1,1,34,38,,0,Common,Land,sprites/zubat.png
408,Lake Cave,Zubat,41,1,1,1,26,30,,0,Common,Land,sprites/zubat.png
409,Lost Cave 1F1,Zubat,41,1,1,1,30,48,,0,Common,Land,sprites/zubat.png
410,Lost Cave 1F10,Zubat,41,1,1,1,30,48,,0,Common,Land,sprites/zubat.png
411,Lost Cave 1F11,Zubat,41,1,1,1,30,48,,0,Common,Land,sprites/zubat.png
412,Lost Cave 1F12,Zubat,41,1,1,1,30,48,,0,Common,Land,sprites/zubat.png
413,Lost Cave 1F13,Zubat,41,1,1,1,30,48,,0,Common,Land,sprites/zubat.png
414,Lost Cave 1F14,Zubat,41,1,1,1,30,48,,0,Common,Land,sprites/zubat.png
415,Lost Cave 1F2,Zubat,41,1,1,1,30,48,,0,Common,Land,sprites/zubat.png
416,Lost Cave 1F3,Zubat,41,1,1,1,30,48,,0,Common,Land,sprites/zubat.png
417,Lost Cave 1F4,Zubat,41,1,1,1,30,48,,0,Common,Land,sprites/zubat.png
418,Lost Cave 1F5,Zubat,41,1,1,1,30,48,,0,Common,Land,sprites/zubat.png
419,Lost Cave 1F6,Zubat,41,1,1,1,30,48,,0,Common,Land,sprites/zubat.png
420,Lost Cave 1F7,Zubat,41,1,1,1,30,48,,0,Common,Land,sprites/zubat.png
421,Lost Cave 1F8,Zubat,41,1,1,1,30,48,,0,Common,Land,sprites/zubat.png
422,Lost Cave 1F9,Zubat,41,1,1,1,30,48,,0,Common,Land,sprites/zubat.png
423,Lost Cave Entrance,Zubat,41,1,1,1,15,21,,0,Common,Land,sprites/zubat.png
424,Lost Tower 1F,Zubat,41,1,1,1,17,27,,0,Common,Land,sprites/zubat.png
425,Lost Tower 2F,Zubat,41,1,1,1,17,27,,0,Common,Land,sprites/zubat.png
426,Lost Tower 3F,Zubat,41,1,1,1,17,27,,0,Common,Land,sprites/zubat.png
427,Lost Tower 4F,Zubat,41,1,1,1,17,27,,0,Common,Land,sprites/zubat.png
428,Low Tide Ice Room,Zubat,41,1,1,1,30,38,,0,Common,Land,sprites/zubat.png
429,Meteor Falls 1F 1R,Zubat,41,1,1,1,19,25,,0,Common,Land,sprites/zubat.png
430,Meteor Falls 1F 2R,Zubat,41,1,1,1,14,20,,0,Common,Land,sprites/zubat.png
431,Meteor Falls B1F 2R,Zubat,41,1,1,1,14,20,,0,Common,Land,sprites/zubat.png
432,Mirage Island Cave,Zubat,41,0,0,1,65,70,Sitrus Berry,0,Common,Land,sprites/zubat.png
433,Mirage Island Cave,Zubat,41,1,0,0,65,70,Sitrus Berry,0,Common,Land,sprites/zubat.png
434,Mirage Island Summit,Zubat,41,0,1,0,65,70,Passho Berry,0,Common,Land,sprites/zubat.png
435,Mountain Area Maze,Zubat,41,1,1,1,25,31,,0,Common,Land,sprites/zubat.png
436,Mt. Coronet Center,Zubat,41,1,1,1,13,17,,0,Common,Land,sprites/zubat.png
437,Mt. Coronet North,Zubat,41,1,1,1,34,39,,0,Common,Land,sprites/zubat.png
438,Mt. Coronet South,Zubat,41,1,1,1,17,21,,0,Common,Land,sprites/zubat.png
439,Mt. Moon 1F,Zubat,41,1,1,1,14,16,,0,Common,Land,sprites/zubat.png
440,Mt. Moon B2F,Zubat,41,1,1,1,14,16,,0,Common,Land,sprites/zubat.png
441,Mt. Mortar Northern Entrance,Zubat,41,1,1,1,33,37,,0,Common,Land,sprites/zubat.png
442,Mt. Pyre Exterior,Zubat,41,1,1,1,24,29,,0,Common,Land,sprites/zubat.png
443,Mt. Pyre Summit,Zubat,41,1,1,1,21,26,,1,Common,Land,sprites/zubat.png
444,Mt. Silver Expert Belt,Zubat,41,1,1,1,50,54,,0,Common,Land,sprites/zubat.png
445,Mt. Summer 3F 2 2,Zubat,41,1,1,1,20,26,,0,Common,Land,sprites/zubat.png
446,Mt. Summer 3F 2 2,Zubat,41,1,1,1,20,26,,0,Common,Land,sprites/zubat.png
447,Mt. Summer 3F 2 2,Zubat,41,1,1,1,20,26,,0,Common,Land,sprites/zubat.png
448,Mt. Summer 3F 2 2,Zubat,41,1,1,1,20,26,,0,Common,Land,sprites/zubat.png
449,Mt. Summer 3F 2 2,Zubat,41,1,1,1,20,26,,0,Common,Land,sprites/zubat.png
450,Nap Cave,Zubat,41,1,1,1,45,48,,0,Common,Land,sprites/zubat.png
451,Nap Cave B1F,Zubat,41,1,1,1,45,48,,0,Common,Land,sprites/zubat.png
452,Oakwood Cavern 1F,Zubat,41,1,1,1,25,31,,0,Common,Land,sprites/zubat.png
453,Old Chateau 1F,Zubat,41,1,1,1,11,14,,0,Common,Land,sprites/zubat.png
454,Old Chateau 1F 1F,Zubat,41,1,1,0,11,14,,0,Common,Land,sprites/zubat.png
455,Old Chateau 1F 2R,Zubat,41,1,1,0,11,14,,0,Common,Land,sprites/zubat.png
456,Old Chateau 2F,Zubat,41,1,1,0,11,14,,0,Common,Land,sprites/zubat.png
457,Old Chateau 2F 1R,Zubat,41,1,1,0,11,14,,0,Common,Land,sprites/zubat.png
458,Old Chateau 2F 2R,Zubat,41,1,1,0,11,14,,0,Common,Land,sprites/zubat.png
459,Old Chateau 2F 3R,Zubat,41,1,1,0,11,14,,0,Common,Land,sprites/zubat.png
460,Old Chateau 2F 4R,Zubat,41,1,1,0,11,14,,0,Common,Land,sprites/zubat.png
461,Old Chateau 2F 5R,Zubat,41,1,1,0,11,14,,0,Common,Land,sprites/zubat.png
462,Oreburgh Gate B1F,Zubat,41,1,1,1,5,9,,0,Common,Land,sprites/zubat.png
463,Oreburgh Mine B1F,Zubat,41,1,1,1,6,10,,0,Common,Land,sprites/zubat.png
464,Oreburgh Mine B2F 1R,Zubat,41,1,1,1,6,10,,0,Common,Land,sprites/zubat.png
465,Pitch Black Cave,Zubat,41,1,1,1,30,32,,0,Common,Land,sprites/zubat.png
466,Pokemon Tower B1,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
467,Pokemon Tower B10,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
468,Pokemon Tower B11,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
469,Pokemon Tower B12,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
470,Pokemon Tower B13,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
471,Pokemon Tower B14,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
472,Pokemon Tower B15,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
473,Pokemon Tower B16,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
474,Pokemon Tower B17,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
475,Pokemon Tower B18,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
476,Pokemon Tower B19,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
477,Pokemon Tower B2,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
478,Pokemon Tower B20,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
479,Pokemon Tower B21,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
480,Pokemon Tower B22,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
481,Pokemon Tower B23,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
482,Pokemon Tower B24,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
483,Pokemon Tower B25,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
484,Pokemon Tower B26,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
485,Pokemon Tower B27,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
486,Pokemon Tower B28,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
487,Pokemon Tower B29,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
488,Pokemon Tower B3,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
489,Pokemon Tower B4,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
490,Pokemon Tower B5,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
491,Pokemon Tower B6,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
492,Pokemon Tower B7,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
493,Pokemon Tower B8,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
494,Pokemon Tower B9,Zubat,41,1,1,1,10,14,,0,Common,Land,sprites/zubat.png
495,Pokemon Tower Underground,Zubat,41,1,1,1,12,16,,1,Common,Land,sprites/zubat.png
496,Ravaged Path,Zubat,41,1,1,1,5,9,,0,Common,Land,sprites/zubat.png
497,Rock Tunnel 1,Zubat,41,1,1,1,28,29,,0,Common,Land,sprites/zubat.png
498,Route 1,Zubat,41,0,0,1,2,3,,0,Common,Land,sprites/zubat.png
499,Route 10,Zubat,41,0,0,1,22,25,,0,Common,Land,sprites/zubat.png
500,Route 203,Zubat,41,0,0,1,4,7,,0,Common,Land,sprites/zubat.png
501,Route 204,Zubat,41,0,0,1,5,9,,0,Common,Land,sprites/zubat.png
502,Route 206,Zubat,41,1,0,1,15,19,,0,Common,Land,sprites/zubat.png
503,Route 207,Zubat,41,0,0,1,6,9,,0,Common,Land,sprites/zubat.png
504,Route 209,Zubat,41,0,0,1,17,21,,0,Common,Land,sprites/zubat.png
505,Route 211,Zubat,41,0,0,1,13,17,,0,Common,Land,sprites/zubat.png
506,Route 214,Zubat,41,1,1,1,23,27,,0,Common,Land,sprites/zubat.png
507,Route 216,Zubat,41,0,0,1,33,37,,0,Common,Land,sprites/zubat.png
508,Route 3,Zubat,41,0,0,1,12,14,,0,Common,Land,sprites/zubat.png
509,Route 32,Zubat,41,0,0,1,7,9,,0,Common,Land,sprites/zubat.png
510,Route 4,Zubat,41,0,0,1,14,16,,0,Common,Land,sprites/zubat.png
511,Route 9,Zubat,41,0,0,1,22,25,,0,Common,Land,sprites/zubat.png
512,Ruins of the Vale Nesting Grounds,Zubat,41,1,1,1,28,32,,0,Common,Land,sprites/zubat.png
513,Safari Johto Mountain Zone,Zubat,41,1,1,1,22,25,,0,Common,Land,sprites/zubat.png
514,Seafoam 1F,Zubat,41,1,1,1,40,44,,0,Common,Land,sprites/zubat.png
515,Seafoam B1F,Zubat,41,0,0,1,40,44,,0,Common,Land,sprites/zubat.png
516,Seafoam B2F,Zubat,41,1,1,1,40,44,,0,Common,Land,sprites/zubat.png
517,Secret Nap Area,Zubat,41,0,0,1,45,50,,0,Common,Land,sprites/zubat.png
518,Shoal Cave,Zubat,41,1,1,1,25,37,,0,Common,Land,sprites/zubat.png
519,Sky Pillar 1F,Zubat,41,1,1,1,48,51,,0,Common,Land,sprites/zubat.png
520,Sky Pillar 3F,Zubat,41,1,1,1,48,51,,0,Common,Land,sprites/zubat.png
521,Sky Pillar 5F,Zubat,41,1,1,1,48,51,,0,Common,Land,sprites/zubat.png
522,Slowpoke Well,Zubat,41,1,1,1,9,13,,0,Common,Land,sprites/zubat.png
523,Slowpoke Well L1,Zubat,41,1,1,1,8,12,,0,Common,Land,sprites/zubat.png
524,Stark Mountain Exterior Pt,Zubat,41,1,1,1,45,50,,0,Common,Land,sprites/zubat.png
