,Map,Pokemon,DexID,MinLvl,MaxLvl,Item,Member,Tier,Type,Path,Time,Level,base_map,Map_x,Region,MaxMinLvl,IsHighestMin,HighestMinCount,IsRepellable,Repel,Tier Count
156,Bond Bridge,Gloom,44,29,37,,,Common,Land,sprites/gloom.png,Ni,29-37,Bond Bridge,Bond Bridge,Kanto,29,True,10,False,,9
157,Bond Bridge,Meowth,52,29,37,,,Common,Land,sprites/meowth.png,M/Ni,29-37,Bond Bridge,Bond Bridge,Kanto,29,True,10,False,,9
158,Bond Bridge,Oddish,43,29,37,,,Common,Land,sprites/oddish.png,Ni,29-37,Bond Bridge,Bond Bridge,Kanto,29,True,10,False,,9
159,Bond Bridge,Pidgeotto,17,29,37,,,Common,Land,sprites/pidgeotto.png,M,29-37,Bond Bridge,Bond Bridge,Kanto,29,True,10,False,,9
160,Bond Bridge,Pidgey,16,29,37,,,Common,Land,sprites/pidgey.png,D,29-37,Bond Bridge,Bond Bridge,Kanto,29,True,10,False,,9
161,Bond Bridge,Psyduck,54,29,37,,,Common,Land,sprites/psyduck.png,M,29-37,Bond Bridge,Bond Bridge,Kanto,29,True,10,False,,9
162,Bond Bridge,Venonat,48,29,37,,,Common,Land,sprites/venonat.png,M/Ni,29-37,Bond Bridge,Bond Bridge,Kanto,29,True,10,False,,9
163,Bond Bridge,Weepinbell,70,29,37,,,Common,Land,sprites/weepinbell.png,M,29-37,Bond Bridge,Bond Bridge,Kanto,29,True,10,False,,9
164,Breakers Beach,Buizel,418,25,29,Wacan Berry,,Uncommon,Land,sprites/buizel.png,M/D/Ni,25-29,Breakers Beach,Breakers Beach,,30,False,6,False,,2
165,Breakers Beach,Lotad,270,25,29,Mental Herb,,Common,Land,sprites/lotad.png,M/D/Ni,25-29,Breakers Beach,Breakers Beach,,30,False,6,False,,3
166,Breakers Beach,Pinsir,127,30,31,,,Rare,Land,sprites/pinsir.png,M/D/Ni,30-31,Breakers Beach,Breakers Beach,,30,True,1,True,30-31,2
167,Breakers Beach,Shellder,90,25,29,Shell Bell,,Uncommon,Land,sprites/shellder.png,M/D/Ni,25-29,Breakers Beach,Breakers Beach,,30,False,6,False,,2
168,Breakers Beach,Shuckle,213,25,29,Oran Berry,,Rare,Land,sprites/shuckle.png,M/D/Ni,25-29,Breakers Beach,Breakers Beach,,30,False,6,False,,2
169,Breakers Beach,Slowpoke,79,25,29,Lagging Tail,,Common,Land,sprites/slowpoke.png,M/D/Ni,25-29,Breakers Beach,Breakers Beach,,30,False,6,False,,3
170,Breakers Beach,Wingull,278,25,29,,,Common,Land,sprites/wingull.png,M/D/Ni,25-29,Breakers Beach,Breakers Beach,,30,False,6,False,,3
171,Breezy Cave,Baltoy,343,17,21,Light Clay,,Uncommon,Land,sprites/baltoy.png,M/D/Ni,17-21,Breezy Cave,Breezy Cave,,17,True,8,False,,2
172,Breezy Cave,Bronzor,436,17,21,Metal Coat,,Common,Land,sprites/bronzor.png,M/D/Ni,17-21,Breezy Cave,Breezy Cave,,17,True,8,False,,4
173,Breezy Cave,Chimchar,390,17,21,,,Rare,Land,sprites/chimchar.png,M/D/Ni,17-21,Breezy Cave,Breezy Cave,,17,True,8,False,,2
174,Breezy Cave,Drilbur,529,17,21,,,Rare,Land,sprites/drilbur.png,M/D/Ni,17-21,Breezy Cave,Breezy Cave,,17,True,8,False,,2
175,Breezy Cave,Geodude,74,17,21,Spring Brush Yellow,,Common,Land,sprites/geodude.png,M/D/Ni,17-21,Breezy Cave,Breezy Cave,,17,True,8,False,,4
176,Breezy Cave,Lickitung,108,17,21,Lagging Tail,,Uncommon,Land,sprites/lickitung.png,M/D/Ni,17-21,Breezy Cave,Breezy Cave,,17,True,8,False,,2
177,Breezy Cave,Loudred,294,17,21,Chesto Berry,,Common,Land,sprites/loudred.png,M/D/Ni,17-21,Breezy Cave,Breezy Cave,,17,True,8,False,,4
178,Breezy Cave,Mankey,56,17,21,,,Common,Land,sprites/mankey.png,M/D/Ni,17-21,Breezy Cave,Breezy Cave,,17,True,8,False,,4
179,Breezy Cave Hidden Mines,Drilbur,529,24,28,,,Rare,Land,sprites/drilbur.png,M/D/Ni,24-28,Breezy Cave Hidden Mines,,,24,True,8,False,,2
180,Breezy Cave Hidden Mines,Golbat,42,24,28,,,Common,Land,sprites/golbat.png,M/D/Ni,24-28,Breezy Cave Hidden Mines,,,24,True,8,False,,3
181,Breezy Cave Hidden Mines,Lickitung,108,24,28,Lagging Tail,,Uncommon,Land,sprites/lickitung.png,M/D/Ni,24-28,Breezy Cave Hidden Mines,,,24,True,8,False,,3
182,Breezy Cave Hidden Mines,Machoke,67,24,28,Payapa Berry,,Common,Land,sprites/machoke.png,M/D/Ni,24-28,Breezy Cave Hidden Mines,,,24,True,8,False,,3
183,Breezy Cave Hidden Mines,Mankey,56,24,28,,,Common,Land,sprites/mankey.png,M/D/Ni,24-28,Breezy Cave Hidden Mines,,,24,True,8,False,,3
184,Breezy Cave Hidden Mines,Rhyhorn,111,24,28,Protector,,Uncommon,Land,sprites/rhyhorn.png,M/D/Ni,24-28,Breezy Cave Hidden Mines,,,24,True,8,False,,3
185,Breezy Cave Hidden Mines,Sableye,302,24,28,Enigma Berry,,Rare,Land,sprites/sableye.png,M/D/Ni,24-28,Breezy Cave Hidden Mines,,,24,True,8,False,,2
186,Breezy Cave Hidden Mines,Seviper,336,24,28,Shed Shell,,Uncommon,Land,sprites/seviper.png,M/D/Ni,24-28,Breezy Cave Hidden Mines,,,24,True,8,False,,3
187,Breezy Falls,Abra,63,18,23,TwistedSpoon,,Uncommon,Land,sprites/abra.png,M/D,18-23,Breezy Falls,Breezy Falls,,23,False,14,False,,3
188,Breezy Falls,Bunnelby,659,14,14,Sitrus Berry,,Rare,Land,sprites/bunnelby.png,M/D,14-14,Breezy Falls,Breezy Falls,,23,False,14,False,,5
189,Breezy Falls,Cottonee,546,18,23,,,Rare,Land,sprites/cottonee.png,M/D,18-23,Breezy Falls,Breezy Falls,,23,False,14,False,,5
190,Breezy Falls,Diglett,50,18,23,Soft Sand,,Common,Land,sprites/diglett.png,M/D,18-23,Breezy Falls,Breezy Falls,,23,False,14,False,,7
191,Breezy Falls,Doduo,84,18,23,Sharp Beak,,Common,Land,sprites/doduo.png,Ni,18-23,Breezy Falls,Breezy Falls,,23,False,14,False,,7
192,Breezy Falls,Exeggcute,102,18,23,,,Common,Land,sprites/exeggcute.png,M/D,18-23,Breezy Falls,Breezy Falls,,23,False,14,False,,7
193,Breezy Falls,Gastly,92,11,11,,,Common,Land,sprites/gastly.png,Ni,11-11,Breezy Falls,Breezy Falls,,23,False,14,False,,7
194,Breezy Falls,Magnemite,81,18,23,Metal Coat,,Common,Land,sprites/magnemite.png,M/D,18-23,Breezy Falls,Breezy Falls,,23,False,14,False,,7
195,Breezy Falls,Munchlax,446,18,23,Leftovers,,Rare,Land,sprites/munchlax.png,Ni,18-23,Breezy Falls,Breezy Falls,,23,False,14,False,,5
196,Breezy Falls,Pancham,674,18,23,,,Rare,Land,sprites/pancham.png,Ni,18-23,Breezy Falls,Breezy Falls,,23,False,14,False,,5
197,Breezy Falls,Ponyta,77,18,23,,,Uncommon,Land,sprites/ponyta.png,Ni,18-23,Breezy Falls,Breezy Falls,,23,False,14,False,,3
198,Breezy Falls,Snubbull,209,18,23,,,Common,Land,sprites/snubbull.png,M/D,18-23,Breezy Falls,Breezy Falls,,23,False,14,False,,7
199,Breezy Falls,Stunky,434,18,23,Smoke Ball,,Uncommon,Land,sprites/stunky.png,Ni,18-23,Breezy Falls,Breezy Falls,,23,False,14,False,,3
200,Breezy Falls,Taillow,276,18,23,Charti Berry,,Common,Land,sprites/taillow.png,Ni,18-23,Breezy Falls,Breezy Falls,,23,False,14,False,,7
201,Breezy Falls,Venipede,543,23,23,Poison Barb,,Rare,Land,sprites/venipede.png,M/D,23-23,Breezy Falls,Breezy Falls,,23,True,1,False,,5
202,Breezy Garden,Clefairy,35,17,21,Moon Stone,,Common,Land,sprites/clefairy.png,M/D/Ni,17-21,Breezy Garden,Breezy Garden,,17,True,8,False,,4
203,Breezy Garden,Combee,415,17,21,Honey,,Uncommon,Land,sprites/combee.png,M/D/Ni,17-21,Breezy Garden,Breezy Garden,,17,True,8,False,,2
204,Breezy Garden,Flaaffy,180,17,19,Shuca Berry,,Common,Land,sprites/flaaffy.png,M/D/Ni,17-19,Breezy Garden,Breezy Garden,,17,True,8,False,,4
205,Breezy Garden,Kricketot,401,17,21,,,Uncommon,Land,sprites/kricketot.png,M/D/Ni,17-21,Breezy Garden,Breezy Garden,,17,True,8,False,,2
206,Breezy Garden,Larvesta,636,17,19,Charti Berry,,Rare,Land,sprites/larvesta.png,M/D/Ni,17-19,Breezy Garden,Breezy Garden,,17,True,8,False,,2
207,Breezy Garden,Pidgey,16,17,21,,,Common,Land,sprites/pidgey.png,M/D/Ni,17-21,Breezy Garden,Breezy Garden,,17,True,8,False,,4
208,Breezy Garden,Snubbull,209,17,21,,,Common,Land,sprites/snubbull.png,M/D/Ni,17-21,Breezy Garden,Breezy Garden,,17,True,8,False,,4
209,Breezy Garden,Togepi,175,17,21,Shiny Stone,,Rare,Land,sprites/togepi.png,M/D/Ni,17-21,Breezy Garden,Breezy Garden,,17,True,8,False,,2
210,Breezy Path,Abra,63,17,21,TwistedSpoon,,Uncommon,Land,sprites/abra.png,M/D/Ni,17-21,Breezy Path,Breezy Path,,21,False,7,False,,3
211,Breezy Path,Bellsprout,69,17,21,Spring Brush Green,,Common,Land,sprites/bellsprout.png,M/D/Ni,17-21,Breezy Path,Breezy Path,,21,False,7,False,,3
212,Breezy Path,Exeggcute,102,17,21,,,Common,Land,sprites/exeggcute.png,M/D/Ni,17-21,Breezy Path,Breezy Path,,21,False,7,False,,3
213,Breezy Path,Kangaskhan,115,17,21,,,Rare,Land,sprites/kangaskhan.png,M/D/Ni,17-21,Breezy Path,Breezy Path,,21,False,7,False,,2
214,Breezy Path,Marill,183,17,21,,,Uncommon,Land,sprites/marill.png,M/D/Ni,17-21,Breezy Path,Breezy Path,,21,False,7,False,,3
215,Breezy Path,Seviper,336,17,21,Shed Shell,,Uncommon,Land,sprites/seviper.png,M/D/Ni,17-21,Breezy Path,Breezy Path,,21,False,7,False,,3
216,Breezy Path,Weedle,13,17,21,Kelpsy Berry,,Common,Land,sprites/weedle.png,M/D/Ni,17-21,Breezy Path,Breezy Path,,21,False,7,False,,3
217,Breezy Path,Zangoose,335,21,21,Quick Claw,,Rare,Land,sprites/zangoose.png,M/D/Ni,21-21,Breezy Path,Breezy Path,,21,True,1,False,,2
218,Breezy Town,Bunnelby,659,11,14,Sitrus Berry,,Rare,Land,sprites/bunnelby.png,M/D/Ni,11-14,Breezy Town,Breezy Town,,17,False,1,False,,3
219,Breezy Town,Illumise,314,17,21,Wiki Berry,,Uncommon,Land,sprites/illumise.png,M/D/Ni,17-21,Breezy Town,Breezy Town,,17,True,7,False,,2
220,Breezy Town,Linoone,264,17,21,Sitrus Berry,,Common,Land,sprites/linoone.png,M/D/Ni,17-21,Breezy Town,Breezy Town,,17,True,7,False,,3
221,Breezy Town,Shuckle,213,17,21,Oran Berry,,Rare,Land,sprites/shuckle.png,M/D/Ni,17-21,Breezy Town,Breezy Town,,17,True,7,False,,3
222,Breezy Town,Snubbull,209,17,21,,,Common,Land,sprites/snubbull.png,M/D/Ni,17-21,Breezy Town,Breezy Town,,17,True,7,False,,3
223,Breezy Town,Turtwig,387,17,21,,,Rare,Land,sprites/turtwig.png,M/D/Ni,17-21,Breezy Town,Breezy Town,,17,True,7,False,,3
224,Breezy Town,Volbeat,313,17,21,Figy Berry,,Uncommon,Land,sprites/volbeat.png,M/D/Ni,17-21,Breezy Town,Breezy Town,,17,True,7,False,,2
225,Breezy Town,Zigzagoon,263,17,21,Spring Brush Red,,Common,Land,sprites/zigzagoon.png,M/D/Ni,17-21,Breezy Town,Breezy Town,,17,True,7,False,,3
226,Bug Catching Area,Burmy,412,15,19,,,Uncommon,Land,sprites/burmy.png,M/D/Ni,15-19,Bug Catching Area,Bug Catching Area,Johto,15,True,22,False,,7
227,Bug Catching Area,Caterpie,10,15,19,Pomeg Berry,,Common,Land,sprites/caterpie.png,M,15-19,Bug Catching Area,Bug Catching Area,Johto,15,True,22,False,,7
228,Bug Catching Area,Combee,415,15,19,Honey,,Uncommon,Land,sprites/combee.png,M,15-19,Bug Catching Area,Bug Catching Area,Johto,15,True,22,False,,7
229,Bug Catching Area,Cutiefly,742,15,19,,,Rare,Land,sprites/cutiefly.png,M/D/Ni,15-19,Bug Catching Area,Bug Catching Area,Johto,15,True,22,False,,8
230,Bug Catching Area,Dwebble,557,15,19,Hard Stone,,Rare,Land,sprites/dwebble.png,D,15-19,Bug Catching Area,Bug Catching Area,Johto,15,True,22,False,,8
231,Bug Catching Area,Heracross,214,15,19,,,Rare,Land,sprites/heracross.png,D,15-19,Bug Catching Area,Bug Catching Area,Johto,15,True,22,False,,8
232,Bug Catching Area,Illumise,314,15,19,,,Uncommon,Land,sprites/illumise.png,Ni,15-19,Bug Catching Area,Bug Catching Area,Johto,15,True,22,False,,7
233,Bug Catching Area,Joltik,595,15,19,,,Rare,Land,sprites/joltik.png,M,15-19,Bug Catching Area,Bug Catching Area,Johto,15,True,22,False,,8
234,Bug Catching Area,Kricketot,401,15,19,,,Uncommon,Land,sprites/kricketot.png,Ni,15-19,Bug Catching Area,Bug Catching Area,Johto,15,True,22,False,,7
235,Bug Catching Area,Larvesta,636,15,19,Charti Berry,,Rare,Land,sprites/larvesta.png,M/D/Ni,15-19,Bug Catching Area,Bug Catching Area,Johto,15,True,22,False,,8
236,Bug Catching Area,Ledyba,165,15,19,,,Common,Land,sprites/ledyba.png,D,15-19,Bug Catching Area,Bug Catching Area,Johto,15,True,22,False,,7
237,Bug Catching Area,Nincada,290,15,19,Soft Sand,,Rare,Land,sprites/nincada.png,Ni,15-19,Bug Catching Area,Bug Catching Area,Johto,15,True,22,False,,8
238,Bug Catching Area,Paras,46,15,19,,,Common,Land,sprites/paras.png,M/D/Ni,15-19,Bug Catching Area,Bug Catching Area,Johto,15,True,22,False,,7
239,Bug Catching Area,Pinsir,127,15,19,,,Rare,Land,sprites/pinsir.png,Ni,15-19,Bug Catching Area,Bug Catching Area,Johto,15,True,22,False,,8
240,Bug Catching Area,Scatterbug,664,15,19,,,Uncommon,Land,sprites/scatterbug.png,M,15-19,Bug Catching Area,Bug Catching Area,Johto,15,True,22,False,,7
241,Bug Catching Area,Scyther,123,15,19,Metal Coat,,Rare,Land,sprites/scyther.png,M,15-19,Bug Catching Area,Bug Catching Area,Johto,15,True,22,False,,8
242,Bug Catching Area,Spinarak,167,15,19,,,Common,Land,sprites/spinarak.png,Ni,15-19,Bug Catching Area,Bug Catching Area,Johto,15,True,22,False,,7
243,Bug Catching Area,Venonat,48,15,19,,,Common,Land,sprites/venonat.png,M,15-19,Bug Catching Area,Bug Catching Area,Johto,15,True,22,False,,7
244,Bug Catching Area,Volbeat,313,15,19,,,Uncommon,Land,sprites/volbeat.png,D,15-19,Bug Catching Area,Bug Catching Area,Johto,15,True,22,False,,7
245,Bug Catching Area,Weedle,13,15,19,Kelpsy Berry,,Common,Land,sprites/weedle.png,D,15-19,Bug Catching Area,Bug Catching Area,Johto,15,True,22,False,,7
246,Bug Catching Area,Wurmple,265,15,19,Hondew Berry,,Common,Land,sprites/wurmple.png,Ni,15-19,Bug Catching Area,Bug Catching Area,Johto,15,True,22,False,,7
247,Bug Catching Area,Yanma,193,15,19,Wide Lens,,Uncommon,Land,sprites/yanma.png,D,15-19,Bug Catching Area,Bug Catching Area,Johto,15,True,22,False,,7
248,Bug Catching Multiplayer Area,Burmy,412,15,19,,,Uncommon,Land,sprites/burmy.png,M/D/Ni,15-19,Bug Catching Multiplayer Area,Bug Catching Multiplayer Area,Johto,15,True,22,False,,7
249,Bug Catching Multiplayer Area,Caterpie,10,15,19,Pomeg Berry,,Common,Land,sprites/caterpie.png,M,15-19,Bug Catching Multiplayer Area,Bug Catching Multiplayer Area,Johto,15,True,22,False,,7
250,Bug Catching Multiplayer Area,Combee,415,15,19,Honey,,Uncommon,Land,sprites/combee.png,M,15-19,Bug Catching Multiplayer Area,Bug Catching Multiplayer Area,Johto,15,True,22,False,,7
251,Bug Catching Multiplayer Area,Cutiefly,742,15,19,,,Rare,Land,sprites/cutiefly.png,M/D/Ni,15-19,Bug Catching Multiplayer Area,Bug Catching Multiplayer Area,Johto,15,True,22,False,,8
252,Bug Catching Multiplayer Area,Dwebble,557,15,19,Hard Stone,,Rare,Land,sprites/dwebble.png,D,15-19,Bug Catching Multiplayer Area,Bug Catching Multiplayer Area,Johto,15,True,22,False,,8
253,Bug Catching Multiplayer Area,Heracross,214,15,19,,,Rare,Land,sprites/heracross.png,D,15-19,Bug Catching Multiplayer Area,Bug Catching Multiplayer Area,Johto,15,True,22,False,,8
254,Bug Catching Multiplayer Area,Illumise,314,15,19,,,Uncommon,Land,sprites/illumise.png,Ni,15-19,Bug Catching Multiplayer Area,Bug Catching Multiplayer Area,Johto,15,True,22,False,,7
255,Bug Catching Multiplayer Area,Joltik,595,15,19,,,Rare,Land,sprites/joltik.png,M,15-19,Bug Catching Multiplayer Area,Bug Catching Multiplayer Area,Johto,15,True,22,False,,8
256,Bug Catching Multiplayer Area,Kricketot,401,15,19,,,Uncommon,Land,sprites/kricketot.png,Ni,15-19,Bug Catching Multiplayer Area,Bug Catching Multiplayer Area,Johto,15,True,22,False,,7
257,Bug Catching Multiplayer Area,Larvesta,636,15,19,Charti Berry,,Rare,Land,sprites/larvesta.png,M/D/Ni,15-19,Bug Catching Multiplayer Area,Bug Catching Multiplayer Area,Johto,15,True,22,False,,8
258,Bug Catching Multiplayer Area,Ledyba,165,15,19,,,Common,Land,sprites/ledyba.png,D,15-19,Bug Catching Multiplayer Area,Bug Catching Multiplayer Area,Johto,15,True,22,False,,7
259,Bug Catching Multiplayer Area,Nincada,290,15,19,Soft Sand,,Rare,Land,sprites/nincada.png,Ni,15-19,Bug Catching Multiplayer Area,Bug Catching Multiplayer Area,Johto,15,True,22,False,,8
260,Bug Catching Multiplayer Area,Paras,46,15,19,,,Common,Land,sprites/paras.png,M/D/Ni,15-19,Bug Catching Multiplayer Area,Bug Catching Multiplayer Area,Johto,15,True,22,False,,7
261,Bug Catching Multiplayer Area,Pinsir,127,15,19,,,Rare,Land,sprites/pinsir.png,Ni,15-19,Bug Catching Multiplayer Area,Bug Catching Multiplayer Area,Johto,15,True,22,False,,8
262,Bug Catching Multiplayer Area,Scatterbug,664,15,19,,,Uncommon,Land,sprites/scatterbug.png,M,15-19,Bug Catching Multiplayer Area,Bug Catching Multiplayer Area,Johto,15,True,22,False,,7
263,Bug Catching Multiplayer Area,Scyther,123,15,19,Metal Coat,,Rare,Land,sprites/scyther.png,M,15-19,Bug Catching Multiplayer Area,Bug Catching Multiplayer Area,Johto,15,True,22,False,,8
264,Bug Catching Multiplayer Area,Spinarak,167,15,19,,,Common,Land,sprites/spinarak.png,Ni,15-19,Bug Catching Multiplayer Area,Bug Catching Multiplayer Area,Johto,15,True,22,False,,7
265,Bug Catching Multiplayer Area,Venonat,48,15,19,,,Common,Land,sprites/venonat.png,M,15-19,Bug Catching Multiplayer Area,Bug Catching Multiplayer Area,Johto,15,True,22,False,,7
266,Bug Catching Multiplayer Area,Volbeat,313,15,19,,,Uncommon,Land,sprites/volbeat.png,D,15-19,Bug Catching Multiplayer Area,Bug Catching Multiplayer Area,Johto,15,True,22,False,,7
267,Bug Catching Multiplayer Area,Weedle,13,15,19,Kelpsy Berry,,Common,Land,sprites/weedle.png,D,15-19,Bug Catching Multiplayer Area,Bug Catching Multiplayer Area,Johto,15,True,22,False,,7
268,Bug Catching Multiplayer Area,Wurmple,265,15,19,Hondew Berry,,Common,Land,sprites/wurmple.png,Ni,15-19,Bug Catching Multiplayer Area,Bug Catching Multiplayer Area,Johto,15,True,22,False,,7
269,Bug Catching Multiplayer Area,Yanma,193,15,19,Wide Lens,,Uncommon,Land,sprites/yanma.png,D,15-19,Bug Catching Multiplayer Area,Bug Catching Multiplayer Area,Johto,15,True,22,False,,7
270,Burned Tower Floor 2,Chatot,441,16,20,,,Rare,Land,sprites/chatot.png,M/D/Ni,16-20,Burned Tower Floor,,,21,False,8,False,,3
271,Burned Tower Floor 2,Koffing,109,16,20,Smoke Ball,,Common,Land,sprites/koffing.png,M/D/Ni,16-20,Burned Tower Floor,,,21,False,8,False,,5
272,Burned Tower Floor 2,Litwick,607,16,20,Smoke Ball,Required,Rare,Land,sprites/litwick.png,M/D/Ni,16-20,Burned Tower Floor,,,21,False,8,False,,3
273,Burned Tower Floor 2,Meditite,307,21,24,TwistedSpoon,Required,Rare,Land,sprites/meditite.png,M/D/Ni,21-24,Burned Tower Floor,,,21,True,1,True,21-24,3
274,Burned Tower Floor 2,Rattata,19,16,20,,,Common,Land,sprites/rattata.png,M/D/Ni,16-20,Burned Tower Floor,,,21,False,8,False,,5
275,Burned Tower Floor 2,Spinda,327,16,20,Chesto Berry,,Uncommon,Land,sprites/spinda.png,M/D/Ni,16-20,Burned Tower Floor,,,21,False,8,False,,1
276,Burned Tower Floor 2,Weezing,110,16,20,Smoke Ball,,Common,Land,sprites/weezing.png,M/D/Ni,16-20,Burned Tower Floor,,,21,False,8,False,,5
277,Burned Tower Floor 2,Zigzagoon,263,16,20,Oran Berry,,Common,Land,sprites/zigzagoon.png,M/D,16-20,Burned Tower Floor,,,21,False,8,False,,5
278,Burned Tower Floor 2,Zubat,41,16,20,,,Common,Land,sprites/zubat.png,Ni,16-20,Burned Tower Floor,,,21,False,8,False,,5
279,Burned Tower Top Floor,Chatot,441,16,20,,,Rare,Land,sprites/chatot.png,M/D/Ni,16-20,Burned Tower Top Floor,Burned Tower Top Floor,Johto,16,True,8,False,,2
280,Burned Tower Top Floor,Koffing,109,16,20,Smoke Ball,,Common,Land,sprites/koffing.png,M/D/Ni,16-20,Burned Tower Top Floor,Burned Tower Top Floor,Johto,16,True,8,False,,6
281,Burned Tower Top Floor,Magmar,126,16,20,Magmarizer,,Rare,Land,sprites/magmar.png,M/D/Ni,16-20,Burned Tower Top Floor,Burned Tower Top Floor,Johto,16,True,8,False,,2
282,Burned Tower Top Floor,Raticate,20,16,20,,,Common,Land,sprites/raticate.png,M/D/Ni,16-20,Burned Tower Top Floor,Burned Tower Top Floor,Johto,16,True,8,False,,6
283,Burned Tower Top Floor,Rattata,19,16,20,,,Common,Land,sprites/rattata.png,M/D,16-20,Burned Tower Top Floor,Burned Tower Top Floor,Johto,16,True,8,False,,6
284,Burned Tower Top Floor,Weezing,110,16,20,Smoke Ball,,Common,Land,sprites/weezing.png,M/D/Ni,16-20,Burned Tower Top Floor,Burned Tower Top Floor,Johto,16,True,8,False,,6
285,Burned Tower Top Floor,Zigzagoon,263,16,20,Oran Berry,,Common,Land,sprites/zigzagoon.png,M/D/Ni,16-20,Burned Tower Top Floor,Burned Tower Top Floor,Johto,16,True,8,False,,6
286,Burned Tower Top Floor,Zubat,41,16,20,,,Common,Land,sprites/zubat.png,Ni,16-20,Burned Tower Top Floor,Burned Tower Top Floor,Johto,16,True,8,False,,6
287,Burring Strait,Avalugg,713,25,31,,,Rare,Land,sprites/avalugg.png,M/D/Ni,25-31,Burring Strait,Burring Strait,,25,True,7,False,,2
288,Burring Strait,Bergmite,712,25,31,,,Rare,Land,sprites/bergmite.png,M/D/Ni,25-31,Burring Strait,Burring Strait,,25,True,7,False,,2
289,Burring Strait,Delibird,225,25,31,,,Common,Land,sprites/delibird.png,M/D/Ni,25-31,Burring Strait,Burring Strait,,25,True,7,False,,3
290,Burring Strait,Dewgong,87,25,31,,,Common,Land,sprites/dewgong.png,M/D/Ni,25-31,Burring Strait,Burring Strait,,25,True,7,False,,3
291,Burring Strait,Seel,86,25,31,,,Common,Land,sprites/seel.png,M/D/Ni,25-31,Burring Strait,Burring Strait,,25,True,7,False,,3
292,Burring Strait,Snorunt,361,25,31,,,Uncommon,Land,sprites/snorunt.png,M/D/Ni,25-31,Burring Strait,Burring Strait,,25,True,7,False,,2
293,Burring Strait,Spheal,363,25,31,,,Uncommon,Land,sprites/spheal.png,M/D/Ni,25-31,Burring Strait,Burring Strait,,25,True,7,False,,2
294,Canyon Entrance,Fearow,22,12,42,Sharp Beak,,Common,Land,sprites/fearow.png,D,12-42,Canyon Entrance,Canyon Entrance,Kanto,20,False,7,False,,7
295,Canyon Entrance,Meowth,52,12,42,,,Common,Land,sprites/meowth.png,Ni,12-42,Canyon Entrance,Canyon Entrance,Kanto,20,False,7,False,,7
296,Canyon Entrance,Persian,53,20,35,,,Common,Land,sprites/persian.png,Ni,20-35,Canyon Entrance,Canyon Entrance,Kanto,20,True,1,False,,7
297,Canyon Entrance,Phanpy,231,12,42,,,Uncommon,Land,sprites/phanpy.png,M,12-42,Canyon Entrance,Canyon Entrance,Kanto,20,False,7,False,,1
298,Canyon Entrance,Psyduck,54,12,42,,,Common,Land,sprites/psyduck.png,M,12-42,Canyon Entrance,Canyon Entrance,Kanto,20,False,7,False,,7
299,Canyon Entrance,Sentret,161,12,42,,,Common,Land,sprites/sentret.png,M/D,12-42,Canyon Entrance,Canyon Entrance,Kanto,20,False,7,False,,7
300,Canyon Entrance,Slowpoke,79,12,42,Lagging Tail,,Common,Land,sprites/slowpoke.png,M/D/Ni,12-42,Canyon Entrance,Canyon Entrance,Kanto,20,False,7,False,,7
301,Canyon Entrance,Spearow,21,12,42,Sharp Beak,,Common,Land,sprites/spearow.png,M/Ni,12-42,Canyon Entrance,Canyon Entrance,Kanto,20,False,7,False,,7
302,Cape Brink,Bellsprout,69,30,37,,,Common,Land,sprites/bellsprout.png,M,30-37,Cape Brink,Cape Brink,Kanto,30,True,7,False,,7
303,Cape Brink,Fearow,22,30,37,Sharp Beak,,Common,Land,sprites/fearow.png,M/D/Ni,30-37,Cape Brink,Cape Brink,Kanto,30,True,7,False,,7
304,Cape Brink,Gloom,44,30,37,Sun Stone,,Common,Land,sprites/gloom.png,Ni,30-37,Cape Brink,Cape Brink,Kanto,30,True,7,False,,7
305,Cape Brink,Meowth,52,30,37,Lagging Tail,,Common,Land,sprites/meowth.png,M/Ni,30-37,Cape Brink,Cape Brink,Kanto,30,True,7,False,,7
306,Cape Brink,Oddish,43,30,37,Absorb Bulb,,Common,Land,sprites/oddish.png,M/D/Ni,30-37,Cape Brink,Cape Brink,Kanto,30,True,7,False,,7
307,Cape Brink,Persian,53,30,37,Quick Claw,,Common,Land,sprites/persian.png,M/Ni,30-37,Cape Brink,Cape Brink,Kanto,30,True,7,False,,7
